initialization,duration_hours,window,start_forecast_hour,end_forecast_hour,valid_time,verification_month,threshold,display_label,threshold_kind,domain_count,excluded_land_count,common_mask_count,threshold_minimum_mm,threshold_maximum_mm,n_samples,n_events,n_forecast_events,base_rate,H,M,F,CN,POD,FAR,CSI,brier_score,bs_climatology,brier_skill_score
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,234,155,0.017570205736597087,70,164,85,12999,0.29914529914529914,0.5483870967741935,0.219435736677116,0.01343739750529281,0.017224469868233352,0.21986582994492876
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,87,46,0.006532512389247635,20,67,26,13205,0.22988505747126436,0.5652173913043478,0.17699115044247787,0.005574975704651796,0.006548229597039962,0.1486285534074907
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,22,0,0.001651899684637333,0,22,0,13296,0.0,,0.0,0.0015264281896253031,0.001667278738995555,0.08447930515512159
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,1,0,7.508634930169695e-05,0,1,0,13317,0.0,,0.0,7.681880401467132e-05,7.695326527144605e-05,0.0017473106085937884
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,0,0,0.0,0,0,0,13301,,,,1.9388474882303415e-07,1.7177263956769233e-06,0.8871271063243877
2026080512,6,f00_f06,0,6,2026-08-05T18:00:00,8,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,0,0,0.0,0,0,0,13301,,,,1.9046972156416217e-08,5.866175441951142e-07,0.9675308514978866
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,509,275,0.03821895179456375,69,440,206,12603,0.13555992141453832,0.7490909090909091,0.0965034965034965,0.03353443816083425,0.03586799730638111,0.06505964427324484
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,237,8,0.01779546478450218,0,237,8,13073,0.0,1.0,0.0,0.01710415122537338,0.01725884777539789,0.008963318527267172
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,56,0,0.004204835560895029,0,56,0,13262,0.0,,0.0,0.004190869568308858,0.004173073022999422,-0.004264613921527882
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,2,0,0.0001501726986033939,0,2,0,13316,0.0,,0.0,0.00015397256929707595,0.00015155361878608375,-0.015961021124850427
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,2,0,0.00015036463423802722,0,2,0,13299,0.0,,0.0,0.00015196044025027658,0.0001515957436782207,-0.0024057177543848063
2026080512,6,f06_f12,6,12,2026-08-06T00:00:00,8,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,1,0,7.518231711901361e-05,0,1,0,13300,0.0,,0.0,7.549299503909463e-05,7.576893466320872e-05,0.0036418569871760065
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,380,92,0.028532812734644843,41,339,51,12887,0.10789473684210527,0.5543478260869565,0.0951276102088167,0.02425583814764175,0.02707853139994935,0.10424100223961474
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,101,11,0.007583721279471392,6,95,5,13212,0.0594059405940594,0.45454545454545453,0.05660377358490566,0.006969262183286095,0.007510306256120319,0.07204021439116615
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,4,0,0.0003003453972067878,0,4,0,13314,0.0,,0.0,0.00032284612660118543,0.00030893235660620766,-0.045038241211856844
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,3inch,3 inches,fixed,13318,0,13318,76.19999694824219,76.19999694824219,13318,0,0,0.0,0,0,0,13318,,,,1.214028814123878e-06,1.5402891323176387e-06,0.21181758109455984
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,2yr12h_ari,2-year 12-hour ARI,ari,12753,565,12753,12.478196144104004,130.89535522460938,12753,2,0,0.0001568258448992394,0,2,0,12751,0.0,,0.0,0.00015938454800386398,0.00015965022637517442,0.0016641277456512782
2026080512,12,f00_f12,0,12,2026-08-06T00:00:00,8,5yr12h_ari,5-year 12-hour ARI,ari,12753,565,12753,17.717864990234375,165.05723571777344,12753,1,0,7.84129224496197e-05,0,1,0,12752,0.0,,0.0,7.873573048660909e-05,7.961149260411048e-05,0.011000448413350905
2026080512,6,f12_f18,12,18,2026-08-06T06:00:00,8,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,287,123,0.021549782249587025,23,264,100,12931,0.08013937282229965,0.8130081300813008,0.059431524547803614,0.020046736458082276,0.020853643421078757,0.038693812237187486
